2.62291e-3	-1.42238e-3
2.24498e-2	-1.15241e-2
3.44000e-2	-1.77020e-2
4.56000e-2	-2.33389e-2
5.68000e-2	-2.92237e-2
6.80000e-2	-3.49338e-2
7.92000e-2	-4.03409e-2
9.11502e-2	-4.62949e-2
1.01975e-1	-5.20643e-2
1.12800e-1	-5.72338e-2
1.24000e-1	-6.28687e-2
1.35575e-1	-6.86817e-2
1.46400e-1	-7.39919e-2
1.57600e-1	-7.92383e-2
1.68800e-1	-8.46999e-2
1.80375e-1	-8.98341e-2
1.91200e-1	-9.45435e-2
2.02400e-1	-9.87190e-2
2.13600e-1	-1.02183e-1
2.24800e-1	-1.04858e-1
2.36000e-1	-1.05181e-1
2.47200e-1	-1.03329e-1
2.58775e-1	-9.81607e-2
2.75226e-1	-8.34510e-2
2.81550e-1	-7.59093e-2
2.91625e-1	-6.07764e-2
3.03575e-1	-4.09990e-2
3.14400e-1	-2.23437e-2
3.24475e-1	-6.45523e-3
3.32184e-1	-2.08623e-4
