5.72996e-4	2.04028e+0
1.38896e-2	2.04594e+0
2.27052e-2	2.04594e+0
3.15208e-2	2.04594e+0
4.03364e-2	2.04594e+0
4.91519e-2	2.04594e+0
5.79675e-2	2.04594e+0
6.67831e-2	2.04594e+0
7.55987e-2	2.04454e+0
8.44143e-2	2.04636e+0
9.32299e-2	2.04636e+0
1.02045e-1	2.04636e+0
1.10861e-1	2.04636e+0
1.19677e-1	2.04636e+0
1.28492e-1	2.04679e+0
1.37308e-1	2.04557e+0
1.46123e-1	2.04679e+0
1.54939e-1	2.04679e+0
1.63755e-1	2.04679e+0
1.72570e-1	2.04679e+0
1.81386e-1	2.04679e+0
1.90201e-1	2.05306e+0
1.99017e-1	2.05306e+0
2.07833e-1	2.05306e+0
2.16648e-1	2.05306e+0
2.25464e-1	2.05306e+0
2.34279e-1	2.05933e+0
2.43095e-1	2.05933e+0
2.51910e-1	2.05933e+0
2.60726e-1	2.05732e+0
2.69542e-1	2.05836e+0
2.78357e-1	2.06018e+0
2.87173e-1	2.06645e+0
2.95988e-1	2.06645e+0
3.04804e-1	2.07272e+0
3.13620e-1	2.07497e+0
3.22435e-1	2.07984e+0
3.31251e-1	2.07984e+0
3.40066e-1	2.07984e+0
3.48882e-1	2.08392e+0
3.57698e-1	2.08697e+0
3.66513e-1	2.09323e+0
3.75329e-1	2.10175e+0
3.84144e-1	2.10662e+0
3.92960e-1	2.10827e+0
4.01775e-1	2.11375e+0
4.10591e-1	2.12272e+0
4.19407e-1	2.13286e+0
4.28222e-1	2.13894e+0
4.37038e-1	2.15014e+0
4.45853e-1	2.16646e+0
4.54669e-1	2.16628e+0
4.63485e-1	2.13584e+0
4.71098e-1	2.02962e+0
4.76307e-1	1.88299e+0
4.79914e-1	1.72665e+0
4.82719e-1	1.57990e+0
4.85123e-1	1.42814e+0
4.87126e-1	1.29311e+0
4.89130e-1	1.12237e+0
4.91534e-1	9.21505e-1
4.93862e-1	7.05261e-1
4.99261e-1	2.37998e-1
4.96343e-1	4.52815e-1
4.99574e-1	2.19743e-2
